0.0 16.0 2174.0
0.0 17.0 1786.0
0.0 18.0 1780.0
0.0 19.0 1694.0
0.0 20.0 1410.0
0.0 21.0 1366.0
0.0 22.0 1475.0
0.0 23.0 1520.0
0.0 24.0 1537.0
0.0 25.0 1584.0
0.0 26.0 1392.0
0.0 27.0 1897.0
0.0 28.0 1839.0
0.0 29.0 2012.0
0.0 30.0 2138.0
0.0 31.0 2129.0
1.0 16.0 2187.0
1.0 17.0 1815.0
1.0 18.0 1802.0
1.0 19.0 1725.0
1.0 20.0 1432.0
1.0 21.0 1387.0
1.0 22.0 1501.0
1.0 23.0 1547.0
1.0 24.0 1550.0
1.0 25.0 1605.0
1.0 26.0 1424.0
1.0 27.0 1917.0
1.0 28.0 1874.0
1.0 29.0 2037.0
1.0 30.0 2154.0
1.0 31.0 2154.0
2.0 16.0 2580.0
2.0 17.0 2254.0
2.0 18.0 2189.0
2.0 19.0 2151.0
2.0 20.0 1824.0
2.0 21.0 1802.0
2.0 22.0 1888.0
2.0 23.0 1963.0
2.0 24.0 1929.0
2.0 25.0 1990.0
2.0 26.0 1785.0
2.0 27.0 2313.0
2.0 28.0 2216.0
2.0 29.0 2430.0
2.0 30.0 2494.0
2.0 31.0 2519.0
3.0 16.0 2997.0
3.0 17.0 2668.0
3.0 18.0 2610.0
3.0 19.0 2575.0
3.0 20.0 2250.0
3.0 21.0 2223.0
3.0 22.0 2316.0
3.0 23.0 2375.0
3.0 24.0 2350.0
3.0 25.0 2411.0
3.0 26.0 2213.0
3.0 27.0 2737.0
3.0 28.0 3016.0
3.0 29.0 2850.0
3.0 30.0 2939.0
3.0 31.0 2957.0
4.0 16.0 3418.0
4.0 17.0 3087.0
4.0 18.0 3021.0
4.0 19.0 2975.0
4.0 20.0 2662.0
4.0 21.0 2623.0
4.0 22.0 2725.0
4.0 23.0 2771.0
4.0 24.0 2755.0
4.0 25.0 2808.0
4.0 26.0 2627.0
4.0 27.0 3134.0
4.0 28.0 3048.0
4.0 29.0 3258.0
4.0 30.0 3336.0
4.0 31.0 3357.0
5.0 16.0 3832.0
5.0 17.0 3487.0
5.0 18.0 3411.0
5.0 19.0 3377.0
5.0 20.0 3384.0
5.0 21.0 3020.0
5.0 22.0 3113.0
5.0 23.0 3177.0
5.0 24.0 3152.0
5.0 25.0 3206.0
5.0 26.0 3011.0
5.0 27.0 3540.0
5.0 28.0 3441.0
5.0 29.0 3662.0
5.0 30.0 3737.0
5.0 31.0 3771.0
6.0 16.0 4218.0
6.0 17.0 3873.0
6.0 18.0 3801.0
6.0 19.0 3761.0
6.0 20.0 3427.0
6.0 21.0 3403.0
6.0 22.0 3492.0
6.0 23.0 3563.0
6.0 24.0 3514.0
6.0 25.0 3586.0
6.0 26.0 3391.0
6.0 27.0 3919.0
6.0 28.0 3831.0
6.0 29.0 4051.0
6.0 30.0 4142.0
6.0 31.0 4152.0
7.0 16.0 4584.0
7.0 17.0 4246.0
7.0 18.0 4155.0
7.0 19.0 4126.0
7.0 20.0 3778.0
7.0 21.0 3753.0
7.0 22.0 3835.0
7.0 23.0 3901.0
7.0 24.0 3873.0
7.0 25.0 3930.0
7.0 26.0 3749.0
7.0 27.0 4270.0
7.0 28.0 4184.0
7.0 29.0 4430.0
7.0 30.0 4488.0
7.0 31.0 4519.0
8.0 16.0 4946.0
8.0 17.0 4605.0
8.0 18.0 4505.0
8.0 19.0 4485.0
8.0 20.0 4134.0
8.0 21.0 4102.0
8.0 22.0 4190.0
8.0 23.0 4258.0
8.0 24.0 4208.0
8.0 25.0 4280.0
8.0 26.0 4103.0
8.0 27.0 4619.0
8.0 28.0 4534.0
8.0 29.0 4770.0
8.0 30.0 4843.0
8.0 31.0 4870.0
9.0 16.0 5313.0
9.0 17.0 4978.0
9.0 18.0 4881.0
9.0 19.0 4857.0
9.0 20.0 4501.0
9.0 21.0 4486.0
9.0 22.0 4562.0
9.0 23.0 4624.0
9.0 24.0 4590.0
9.0 25.0 4653.0
9.0 26.0 4483.0
9.0 27.0 5012.0
9.0 28.0 4913.0
9.0 29.0 5160.0
9.0 30.0 5229.0
9.0 31.0 5248.0
10.0 16.0 5699.0
10.0 17.0 5371.0
10.0 18.0 5258.0
10.0 19.0 5244.0
10.0 20.0 4902.0
10.0 21.0 4871.0
10.0 22.0 4944.0
10.0 23.0 5010.0
10.0 24.0 4965.0
10.0 25.0 5044.0
10.0 26.0 4860.0
10.0 27.0 5388.0
10.0 28.0 5289.0
10.0 29.0 5537.0
10.0 30.0 5607.0
10.0 31.0 5641.0
11.0 16.0 6085.0
11.0 17.0 5758.0
11.0 18.0 5633.0
11.0 19.0 5620.0
11.0 20.0 5267.0
11.0 21.0 5246.0
11.0 22.0 5313.0
11.0 23.0 5396.0
11.0 24.0 5334.0
11.0 25.0 5417.0
11.0 26.0 5238.0
11.0 27.0 5761.0
11.0 28.0 5666.0
11.0 29.0 5928.0
11.0 30.0 5981.0
11.0 31.0 6003.0
12.0 16.0 6603.0
12.0 17.0 6373.0
12.0 18.0 6406.0
12.0 19.0 6357.0
12.0 20.0 6171.0
12.0 21.0 6107.0
12.0 22.0 6210.0
12.0 23.0 6251.0
12.0 24.0 6248.0
12.0 25.0 6275.0
12.0 26.0 6093.0
12.0 27.0 6512.0
12.0 28.0 6413.0
12.0 29.0 6541.0
12.0 30.0 6614.0
12.0 31.0 6617.0
13.0 16.0 6853.0
13.0 17.0 6415.0
13.0 18.0 6406.0
13.0 19.0 6357.0
13.0 20.0 6187.0
13.0 21.0 6191.0
13.0 22.0 6210.0
13.0 23.0 6284.0
13.0 24.0 6248.0
13.0 25.0 6573.0
13.0 26.0 6106.0
13.0 27.0 6512.0
13.0 28.0 6413.0
13.0 29.0 6657.0
13.0 30.0 7217.0
13.0 31.0 6765.0
14.0 16.0 7657.0
14.0 17.0 7221.0
14.0 18.0 7204.0
14.0 19.0 7125.0
14.0 20.0 6915.0
14.0 21.0 6850.0
14.0 22.0 6961.0
14.0 23.0 6998.0
14.0 24.0 6997.0
14.0 25.0 6995.0
14.0 26.0 6821.0
14.0 27.0 7400.0
14.0 28.0 7241.0
14.0 29.0 7472.0
14.0 30.0 7613.0
14.0 31.0 7635.0
15.0 16.0 7788.0
15.0 17.0 7451.0
15.0 18.0 7392.0
15.0 19.0 7361.0
15.0 20.0 7062.0
15.0 21.0 7024.0
15.0 22.0 7110.0
15.0 23.0 7188.0
15.0 24.0 7149.0
15.0 25.0 7195.0
15.0 26.0 7018.0
15.0 27.0 7577.0
15.0 28.0 7439.0
15.0 29.0 7666.0
15.0 30.0 7730.0
15.0 31.0 7764.0
16.0 16.0 8140.0
16.0 17.0 7804.0
16.0 18.0 7730.0
16.0 19.0 7706.0
16.0 20.0 7403.0
16.0 21.0 7382.0
16.0 22.0 7451.0
16.0 23.0 7524.0
16.0 24.0 7479.0
16.0 25.0 7520.0
16.0 26.0 7371.0
16.0 27.0 7883.0
16.0 28.0 7773.0
16.0 29.0 8005.0
16.0 30.0 8074.0
16.0 31.0 8103.0
17.0 16.0 8567.0
17.0 17.0 8223.0
17.0 18.0 8152.0
17.0 19.0 8126.0
17.0 20.0 7844.0
17.0 21.0 7816.0
17.0 22.0 7882.0
17.0 23.0 7969.0
17.0 24.0 7916.0
17.0 25.0 7953.0
17.0 26.0 7817.0
17.0 27.0 8322.0
17.0 28.0 8205.0
17.0 29.0 8442.0
17.0 30.0 8509.0
17.0 31.0 8539.0
18.0 16.0 8984.0
18.0 17.0 8638.0
18.0 18.0 8576.0
18.0 19.0 8550.0
18.0 20.0 8267.0
18.0 21.0 8239.0
18.0 22.0 8309.0
18.0 23.0 8376.0
18.0 24.0 8333.0
18.0 25.0 8369.0
18.0 26.0 8225.0
18.0 27.0 8746.0
18.0 28.0 8617.0
18.0 29.0 8858.0
18.0 30.0 8915.0
18.0 31.0 8951.0
19.0 16.0 9411.0
19.0 17.0 9071.0
19.0 18.0 8996.0
19.0 19.0 8972.0
19.0 20.0 8692.0
19.0 21.0 8660.0
19.0 22.0 8739.0
19.0 23.0 8802.0
19.0 24.0 8762.0
19.0 25.0 8784.0
19.0 26.0 8655.0
19.0 27.0 9170.0
19.0 28.0 9053.0
19.0 29.0 9275.0
19.0 30.0 9351.0
19.0 31.0 9371.0
20.0 16.0 9810.0
20.0 17.0 9466.0
20.0 18.0 9406.0
20.0 19.0 9373.0
20.0 20.0 9099.0
20.0 21.0 9055.0
20.0 22.0 9137.0
20.0 23.0 9198.0
20.0 24.0 9156.0
20.0 25.0 9180.0
20.0 26.0 9057.0
20.0 27.0 9566.0
20.0 28.0 9446.0
20.0 29.0 9700.0
20.0 30.0 9750.0
20.0 31.0 9776.0
21.0 16.0 10224.0
21.0 17.0 9873.0
21.0 18.0 9809.0
21.0 19.0 9792.0
21.0 20.0 9517.0
21.0 21.0 9474.0
21.0 22.0 9566.0
21.0 23.0 9623.0
21.0 24.0 9579.0
21.0 25.0 9595.0
21.0 26.0 9479.0
21.0 27.0 9983.0
21.0 28.0 9867.0
21.0 29.0 10102.0
21.0 30.0 10161.0
21.0 31.0 10196.0
22.0 16.0 10641.0
22.0 17.0 10288.0
22.0 18.0 10235.0
22.0 19.0 10209.0
22.0 20.0 9936.0
22.0 21.0 9914.0
22.0 22.0 10004.0
22.0 23.0 10044.0
22.0 24.0 10010.0
22.0 25.0 10026.0
22.0 26.0 9897.0
22.0 27.0 10414.0
22.0 28.0 10293.0
22.0 29.0 10516.0
22.0 30.0 10591.0
22.0 31.0 10627.0
23.0 16.0 11056.0
23.0 17.0 10695.0
23.0 18.0 10636.0
23.0 19.0 10611.0
23.0 20.0 10336.0
23.0 21.0 10291.0
23.0 22.0 10384.0
23.0 23.0 10439.0
23.0 24.0 10394.0
23.0 25.0 10424.0
23.0 26.0 10297.0
23.0 27.0 10806.0
